Gene,YoungVeh8,YoungVeh1,YoungVeh3,YoungVeh5,YoungVeh6,YoungVeh7,YoungVeh9,YoungVeh10,YoungVeh11,YoungVeh13,YoungVeh14,YoungVeh15,YoungVeh16,YoungVeh17,YoungVeh18,YoungVeh19,YoungVeh20,YoungVeh12,YoungVeh2,YoungVeh4,AgingVeh9,AgingVeh1,AgingVeh2,AgingVeh3,AgingVeh4,AgingVeh5,AgingVeh6,AgingVeh7,AgingVeh8,AgingIMP1,AgingIMP2,AgingIMP3,AgingIMP11,AgingIMP12,AgingIMP8,AgingIMP4,AgingIMP13,AgingIMP10,AgingIMP6,AgingIMP9,AgingIMP7,AgingIMP5
Hbb-b1,-0.160494697,0.316041385,-0.53219284,-0.4616655,-0.635124634,-0.536005129,1.345359321,-0.577940304,-0.74377486,1.580450454,0.595609219,-0.649738407,-0.198617583,0.246149426,-0.297737088,-0.283758697,-0.609709376,3.143488801,2.508107359,0.290626127,0.538424889,-0.749493293,-0.814648483,-0.806154196,-0.71708884,0.017412107,-0.750128675,-0.619240098,-0.438156387,-0.779299037,-0.68899672,-0.705782227,-0.808214484,-0.657811564,1.486223386,-0.510504095,-0.546591219,2.104106423,-0.005379025,-0.734365497,-0.572533843,-0.547478212
Saa4,-1.353847769,0.348871759,-0.750976558,-0.729935817,0.014714261,-0.644857438,-0.74223019,-0.67727176,-0.642551236,-0.601673925,-0.894375066,-0.171433091,-0.758371306,-0.41668313,-0.175595469,-0.570668054,-0.393421431,-0.781616878,0.344455952,-0.322975882,0.677960679,0.71281099,0.629571122,0.809712978,0.210591746,0.560953333,1.932195565,3.623602949,0.763043666,0.071328737,0.695792856,0.867010944,0.660212978,-0.59612844,0.252038887,0.444091901,-0.52972777,1.357595498,2.06722708,0.734644272,1.747146405,2.856204941
Blvrb,-0.41489479,0.355498278,-0.566669622,-0.467575304,-0.60300174,-0.476554417,1.578760589,-0.55105745,-0.924762552,1.860265809,1.129054643,-0.597978509,-0.419953247,0.472660022,-0.240022257,-0.172877939,-0.612385952,2.079716872,2.839059538,-0.02187808,0.768731202,-0.820123306,-0.97967393,-0.976941447,-0.635973295,-0.493607333,-0.662652074,-0.550064076,0.104900368,-0.787239463,-0.657111021,-0.680276004,-0.986433803,-0.684229773,-0.704714056,-0.397390981,-0.561297654,2.448910225,0.040718559,-0.758433737,-0.471827085,-0.305433454
Mug2,-2.753937847,0.364462872,0.385570772,0.052418162,-1.325677396,-0.057279324,0.02783712,-0.248383677,0.832057068,0.594260965,0.137567217,0.909265183,0.545441303,1.075543907,1.096757794,0.585146004,0.961028047,0.422960045,0.321945415,0.656068221,0.685068144,-2.663716862,0.147171353,-0.036301871,0.044371234,0.418378106,-0.908003505,-0.580264432,-1.689754017,-2.736098044,0.100936165,0.450313078,0.13667855,0.543761802,0.378909839,0.29794323,0.508076489,0.373496303,0.66059309,-2.753937847,-1.131915193,-0.245228498
Gapdh,-0.676500568,0.443929642,-0.329341354,-0.610418496,-0.676500568,-0.611879829,0.984949311,-0.676500568,-0.676500568,0.807215583,0.393793394,-0.124578262,-0.330279396,0.252231184,-0.039192653,-0.255147825,-0.637836577,0.925212035,4.356582226,0.175242062,0.508449783,-0.592636298,-0.676500568,-0.676500568,-0.57751821,0.616884918,-0.446856873,-0.502139995,-0.347660962,-0.676500568,-0.676500568,-0.676500568,-0.628145099,-0.111257719,0.950233831,-0.48316517,0.36370635,2.16163113,-0.109241327,-0.331503791,-0.468938795,-0.215421809
Ceacam15,0.118184706,0.489090267,-0.365473069,0.004685179,0.540422011,-0.09469663,-0.002955827,-0.373937202,-0.934519486,-0.493041578,0.471826252,-0.018530265,-1.461185671,-0.658733884,-0.989928961,-0.458172383,-0.294781584,-0.556817709,-0.098362796,-1.742164558,-1.219419059,3.054107027,1.579907427,0.847009909,2.004159228,0.70156004,0.075625768,0.140609514,-0.264466666,0.46294514,1.330304859,2.269309157,1.621372472,0.802826377,-0.241597803,1.47891727,-0.4603006,-0.288846402,-0.10189358,-0.377895795,-0.266860234,2.001554463
Adipoq,-1.011385133,0.709038669,1.487134324,-0.23620562,0.847624463,0.515990093,-0.045758549,0.715599987,0.850018769,1.346537927,0.895080831,-0.036895013,0.123815087,-0.081373847,0.251902771,1.003323404,0.749519319,1.312388373,-0.222399992,1.378377589,-0.43374352,-1.345797512,-0.979138746,-1.150554156,-1.384413367,-1.061880428,-0.811322469,-1.286960518,-2.098522735,-0.293477107,0.104484138,-0.138537897,1.202825862,0.197816018,-0.192363733,0.367734987,-0.091027811,0.166252622,-0.661854862,-0.866322435,-1.244576701,-1.513797967
Ryr1,-2.131517407,0.72131948,0.554418613,1.080140264,0.255943711,1.035555668,0.553676452,1.750338545,0.157505762,-0.139218191,0.301693773,0.250514946,1.893053231,1.267219646,-0.297422039,0.410686892,-0.595778744,0.380615654,0.807959828,-0.237161367,-1.010049901,-0.926119812,-0.286743176,-0.462156897,-0.798061419,-0.124229301,-0.884852948,-2.131517407,-1.395813855,0.540485239,-1.045313513,-2.131517407,-2.131517407,-2.131517407,1.116863457,-0.278150608,0.236204995,-0.474553724,-0.931545829,1.415184429,-0.663543482,-1.076684906
Mroh2a,-2.734056532,0.723848814,0.878406144,0.475693908,0.706418512,0.58685145,0.840878201,0.986711118,1.307254572,0.375057526,-0.092337618,-0.718828269,1.465071979,0.916452734,0.272735536,0.109601979,0.285294245,0.757838831,0.688562176,0.681875312,-1.006422709,-1.149230791,-0.512406064,-0.730646051,-1.008397278,-1.250363594,-0.829467162,-0.311337056,-1.715059913,-2.36782568,-0.847805101,-1.029045056,-1.355364034,-1.339724922,-0.742167463,-0.415270561,-0.066071764,-2.448460743,-1.064302057,0.874794125,-0.469617542,-0.800552494
Gsn,0.304805883,0.750779705,0.839974469,0.193312428,0.616987558,0.906870542,0.616987558,0.616987558,0.795377087,0.728481014,0.66158494,0.304805883,0.148715046,0.773078396,0.728481014,1.241350908,1.06296138,0.304805883,0.66158494,-1.033115581,-0.698635215,-1.322998565,-1.122310345,-1.055414272,-1.21150511,-0.787829979,-0.966219508,-1.122310345,-2.937593269,-1.439063252,-1.063932372,-1.33109299,-1.347883904,-1.396651142,-0.565913406,-0.682000392,-0.554964749,-1.205952736,-0.657761714,-0.670694955,-1.13007029,-1.270975719
Lum,-1.366730555,0.831126026,0.838202705,0.136938951,0.503637285,-1.098025632,0.967656515,0.458996635,0.292513808,0.88772927,2.308221048,1.332439203,0.373001481,-0.14231221,0.413505153,0.901454665,0.724675245,0.283501104,1.081881963,-1.368360891,-0.649153247,-0.688668527,-0.705292864,-0.687639377,-0.397449676,-0.769945894,-1.306387727,-1.430665218,-1.724849243,-0.692265456,-0.397887829,-0.381115743,-1.000302246,-1.122495964,-0.566036656,-0.246312392,-0.85767328,-0.996134698,-0.419280901,-0.815427186,-0.86973777,-0.786656843
Nt5dc1,-2.674311318,0.898927644,1.589215329,1.810236056,1.350248836,0.454463088,1.039573349,0.723850616,0.859025826,0.630259639,0.581776444,-0.058588999,0.424560533,-0.387749894,-0.607236343,-0.408510267,-0.937338967,0.387145304,0.230225667,0.020008376,-1.401347054,-0.305523158,0.442294674,0.025415384,-0.844795532,-0.774620816,-0.72724865,-0.755130191,-1.584825578,1.097431514,-0.55679562,-0.421504017,-1.364185775,-1.589015745,-0.200472709,0.311341374,0.24436219,-0.785678201,-0.586793407,0.338757341,-0.976436611,-1.381401436
Ccdc150,-0.016863093,0.942621476,0.630309293,1.413860357,1.620594752,1.345656281,0.573836082,0.503893008,0.303908281,0.277764368,0.889066244,0.263115524,-0.494910592,0.808247066,-0.301203942,-0.240162178,-1.164144669,1.037293685,0.705911478,0.568589614,-2.093438471,-0.360624606,-0.021136901,-0.601667362,-1.128872492,-1.071111243,-1.51154334,-0.873673117,-2.005315503,-1.051767105,-0.785706364,-0.108234155,-0.770173284,-1.697341972,-0.682398116,0.502271909,-0.929745474,-0.804127949,-1.569522699,-2.154828034,-1.627204366,-1.99364064
Ncor2,-1.114245712,1.362076711,1.050750531,-1.114245712,-1.114245712,-1.114245712,0.75455234,0.428343846,1.051700164,1.602933958,-1.114245712,-1.114245712,0.389666368,-1.114245712,0.037111455,1.198016925,1.782844588,-1.114245712,0.717242617,0.190729999,-0.984991641,0.706215531,-1.114245712,0.467841033,-0.666495965,0.109548162,0.85242599,-1.114245712,0.091944511,-0.304962057,1.727827275,-1.114245712,2.586536746,-0.151575016,0.223343525,-1.114245712,-1.114245712,-0.24208074,-0.133080789,-0.125067962,-1.114245712,-1.114245712
